,user_id,name,category,skill_level
1222,ccb09d38-2349-11ea-941a-74d02b9c93aa,Data analysis,zW,1
1223,ccb09d38-2349-11ea-941a-74d02b9c93aa,Storytelling,zW,4
1224,ccb09d38-2349-11ea-941a-74d02b9c93aa,Wireframes,zW,4
1225,ccb09d38-2349-11ea-941a-74d02b9c93aa,Web scraping,zW,3
1226,ccb09d38-2349-11ea-941a-74d02b9c93aa,Data analysis,eU,1
1227,ccb09d38-2349-11ea-941a-74d02b9c93aa,Photoshop,eU,4
1228,ccb09d38-2349-11ea-941a-74d02b9c93aa,Social media and mobile marketing,eU,4
1229,ccb09d39-2349-11ea-80a6-74d02b9c93aa,Business Process Modeling,xr,5
1230,ccb09d39-2349-11ea-80a6-74d02b9c93aa,Charisma,xr,5
1231,ccb09d39-2349-11ea-80a6-74d02b9c93aa,Storyboarding,ic,5
1232,ccb09d39-2349-11ea-80a6-74d02b9c93aa,Entity Relationship Diagrams,ic,4
1233,ccb09d39-2349-11ea-80a6-74d02b9c93aa,Buyer engagement,ic,3
1234,ccb09d3a-2349-11ea-949d-74d02b9c93aa,Critical thinking,as,4
1235,ccb09d3a-2349-11ea-949d-74d02b9c93aa,Big Data Analysis,as,1
1236,ccb09d3a-2349-11ea-949d-74d02b9c93aa,Bookkeeping through Excel,Pp,1
1237,ccb09d3a-2349-11ea-949d-74d02b9c93aa,SEO,YH,1
1238,ccb09d3a-2349-11ea-949d-74d02b9c93aa,Product knowledge,YH,2
1239,ccb09d3b-2349-11ea-9d54-74d02b9c93aa,Microsoft Office Pack,bM,3
1240,ccb09d3b-2349-11ea-9d54-74d02b9c93aa,Accounting Software,bM,4
1241,ccb09d3b-2349-11ea-9d54-74d02b9c93aa,Photoshop,bM,5
1242,ccb09d3b-2349-11ea-9d54-74d02b9c93aa,SEO,IB,4
1243,ccb09d3b-2349-11ea-9d54-74d02b9c93aa,Microsoft Office Pack,IB,5
1244,ccb09d3b-2349-11ea-9d54-74d02b9c93aa,HTML/CSS,Dz,4
1245,ccb09d3b-2349-11ea-9d54-74d02b9c93aa,Testing/Debugging,Dz,3
1246,ccb09d3b-2349-11ea-9d54-74d02b9c93aa,Anti Money Laundering,Dz,5
1248,ccb09d3d-2349-11ea-9923-74d02b9c93aa,"Git/Version control (Github, gitlab)",RS,3
1249,ccb09d3d-2349-11ea-9923-74d02b9c93aa,Effective communication and sociability,RS,4
1250,ccb09d3d-2349-11ea-9923-74d02b9c93aa,Accounting Software,RS,4
1251,ccb09d3d-2349-11ea-9923-74d02b9c93aa,Critical thinking,iU,4
1252,ccb09d3e-2349-11ea-a13f-74d02b9c93aa,Negotiation,NM,1
1253,ccb09d3e-2349-11ea-a13f-74d02b9c93aa,Agile Business Analysis,NM,3
1254,ccb09d3e-2349-11ea-a13f-74d02b9c93aa,Matlab,cm,5
1255,ccb09d3e-2349-11ea-a13f-74d02b9c93aa,Bookkeeping through Excel,UJ,2
1256,ccb09d3e-2349-11ea-a13f-74d02b9c93aa,Patient care and assistance,UJ,3
1257,ccb09d3e-2349-11ea-a13f-74d02b9c93aa,Email marketing,UJ,4
1258,ccb09d3e-2349-11ea-a13f-74d02b9c93aa,Social media/digital communication,UJ,1
1259,ccb09d3f-2349-11ea-8d80-74d02b9c93aa,Cold-calling,gp,1
1260,ccb09d3f-2349-11ea-8d80-74d02b9c93aa,Advanced Cardiac Life Support (ACLS),gp,4
1262,ccb09d41-2349-11ea-bef0-74d02b9c93aa,Application Programming Interface (API),IV,4
1263,ccb09d41-2349-11ea-bef0-74d02b9c93aa,InDesign,IV,1
1264,ccb09d42-2349-11ea-bab0-74d02b9c93aa,Effective communication and sociability,SV,4
1265,ccb09d42-2349-11ea-bab0-74d02b9c93aa,Wordpress,ZK,3
1266,ccb09d42-2349-11ea-bab0-74d02b9c93aa,Creativity,ZK,2
1267,ccb09d42-2349-11ea-bab0-74d02b9c93aa,Mathematics,ZK,5
1268,ccb09d42-2349-11ea-bab0-74d02b9c93aa,The McKinsey 7s Framework,ZK,5
1269,ccb09d42-2349-11ea-bab0-74d02b9c93aa,Lead generation,oX,4
1270,ccb09d42-2349-11ea-bab0-74d02b9c93aa,Typography,oX,3
1271,ccb09d43-2349-11ea-bf32-74d02b9c93aa,B2B Marketing,oP,2
1272,ccb09d43-2349-11ea-bf32-74d02b9c93aa,Storyboarding,oP,4
1273,ccb09d43-2349-11ea-bf32-74d02b9c93aa,SPSS,oP,5
1274,ccb09d43-2349-11ea-bf32-74d02b9c93aa,Dreamweaver,ON,4
1277,ccb09d46-2349-11ea-892d-74d02b9c93aa,The McKinsey 7s Framework,EG,3
1278,ccb09d46-2349-11ea-892d-74d02b9c93aa,Visual Basic,EG,3
1279,ccb09d46-2349-11ea-892d-74d02b9c93aa,Customer Relationship Management (CRM),VX,3
1280,ccb09d46-2349-11ea-892d-74d02b9c93aa,Mathematics,VX,4
1281,ccb09d46-2349-11ea-892d-74d02b9c93aa,Web analytics,EE,4
1282,ccb09d46-2349-11ea-892d-74d02b9c93aa,STATA,EE,1
1283,ccb09d46-2349-11ea-892d-74d02b9c93aa,Dealing with work-related stress,EE,4
1284,ccb09d46-2349-11ea-892d-74d02b9c93aa,Microsoft Excel,EE,5
1285,ccb09d47-2349-11ea-8ded-74d02b9c93aa,Technical writing,Ag,3
1286,ccb09d48-2349-11ea-aee1-74d02b9c93aa,Six Sigma techniques,jw,1
1287,ccb09d48-2349-11ea-aee1-74d02b9c93aa,CRO and A/B Testing,jw,5
1288,ccb09d49-2349-11ea-95ca-74d02b9c93aa,Buyer engagement,HF,4
1289,ccb09d49-2349-11ea-95ca-74d02b9c93aa,Customer Relationship Management (CRM),UF,5
1290,ccb09d49-2349-11ea-95ca-74d02b9c93aa,Innovation,UF,2
1291,ccb09d49-2349-11ea-95ca-74d02b9c93aa,Wordpress,UF,4
1292,ccb09d4a-2349-11ea-9fd9-74d02b9c93aa,Cloud networking and file sharing,gM,4
1293,ccb09d4a-2349-11ea-9fd9-74d02b9c93aa,The McKinsey 7s Framework,gM,4
1294,ccb09d4a-2349-11ea-9fd9-74d02b9c93aa,Social media/digital communication,CC,5
1295,ccb09d4a-2349-11ea-9fd9-74d02b9c93aa,Data analysis,CC,5
1296,ccb09d4a-2349-11ea-9fd9-74d02b9c93aa,Visual Basic,CC,1
1297,ccb09d4b-2349-11ea-aeb2-74d02b9c93aa,HTML/CSS,WO,2
1298,ccb09d4b-2349-11ea-aeb2-74d02b9c93aa,People management,pX,1
1299,ccb09d4b-2349-11ea-aeb2-74d02b9c93aa,Customer Relationship Management (CRM),Mu,5
1300,ccb09d4b-2349-11ea-aeb2-74d02b9c93aa,Attention to detail,Mu,2
1301,ccb09d4b-2349-11ea-aeb2-74d02b9c93aa,Graphic User Interfaces (GUI),Mu,4
1302,ccb09d4b-2349-11ea-aeb2-74d02b9c93aa,Wireframes,Mu,1
1303,ccb09d4c-2349-11ea-a3e9-74d02b9c93aa,SQL,kN,3
1304,ccb09d4c-2349-11ea-a3e9-74d02b9c93aa,Project/campaign management,kN,3
1305,ccb09d4c-2349-11ea-a3e9-74d02b9c93aa,Motivation,kN,5
1306,ccb09d4c-2349-11ea-a3e9-74d02b9c93aa,CRO and A/B Testing,kN,3
1307,ccb09d4d-2349-11ea-9bbd-74d02b9c93aa,Physical endurance,Mp,3
1308,ccb09d4d-2349-11ea-9bbd-74d02b9c93aa,Updated curriculum knowledge,Mp,5
1309,ccb09d4d-2349-11ea-9bbd-74d02b9c93aa,The 4 P-s of Marketing,Pe,1
1310,ccb09d4d-2349-11ea-9bbd-74d02b9c93aa,CSS preprocessors,Pe,5
1311,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,Business Process Modeling,bp,5
1312,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,Photo editing,bp,5
1313,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,Strategic Management,bp,4
1314,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,Emotional Intelligence,bp,3
1315,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,Know Your Customers (KYC),lc,5
1316,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,Photo editing,lc,3
1317,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,Email marketing,lc,5
1318,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,PESTEL,lc,4
1319,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,Negotiation,oC,4
1320,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,Business Development,oC,4
1321,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,Cloud networking and file sharing,oC,4
1322,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,Enterprise Resource Planning,oC,5
1323,ccb09d4f-2349-11ea-9372-74d02b9c93aa,Big Data tools,kp,4
1324,ccb09d4f-2349-11ea-9372-74d02b9c93aa,Planning,kp,2
1325,ccb09d4f-2349-11ea-9372-74d02b9c93aa,Logo creation,yn,4
1326,ccb09d4f-2349-11ea-9372-74d02b9c93aa,The 4 P-s of Marketing,yn,3
1327,ccb09d4f-2349-11ea-9372-74d02b9c93aa,HTML/CSS,yn,3
1328,ccb09d4f-2349-11ea-9372-74d02b9c93aa,Anti Money Laundering,yn,3
1330,ccb09d51-2349-11ea-8b07-74d02b9c93aa,Dealing with work-related stress,GE,4
1331,ccb09d51-2349-11ea-8b07-74d02b9c93aa,Active listening,GE,1
1332,ccb09d51-2349-11ea-8b07-74d02b9c93aa,SQL,AT,2
1333,ccb09d51-2349-11ea-8b07-74d02b9c93aa,Enterprise Resource Planning,AT,5
1334,ccb09d51-2349-11ea-8b07-74d02b9c93aa,Lead generation,Fj,2
1335,ccb09d52-2349-11ea-a726-74d02b9c93aa,Social media and mobile marketing,VX,2
1336,ccb09d52-2349-11ea-a726-74d02b9c93aa,Microsoft Office Pack,VX,4
1337,ccb09d52-2349-11ea-a726-74d02b9c93aa,Teamwork,VX,1
1338,ccb09d52-2349-11ea-a726-74d02b9c93aa,Innovation,Ag,2
1339,ccb09d52-2349-11ea-a726-74d02b9c93aa,Storytelling,Ag,3
1340,ccb09d52-2349-11ea-a726-74d02b9c93aa,Revenue recognition,Ag,1
1341,ccb09d53-2349-11ea-85cb-74d02b9c93aa,Adobe Creative Suite,QU,4
1342,ccb09d53-2349-11ea-85cb-74d02b9c93aa,Testing/Debugging,QU,2
1343,ccb09d53-2349-11ea-85cb-74d02b9c93aa,Wireframes,Eg,1
1344,ccb09d53-2349-11ea-85cb-74d02b9c93aa,Adobe Photoshop,Eg,1
1345,ccb09d53-2349-11ea-85cb-74d02b9c93aa,Patience,Eg,4
1346,ccb09d53-2349-11ea-85cb-74d02b9c93aa,SPSS,Eg,5
1347,ccb09d54-2349-11ea-a86e-74d02b9c93aa,Public speaking,SZ,3
1348,ccb09d54-2349-11ea-a86e-74d02b9c93aa,System Context Diagrams,SZ,2
1349,ccb09d54-2349-11ea-a86e-74d02b9c93aa,Machine learning,Cc,2
1350,ccb09d54-2349-11ea-a86e-74d02b9c93aa,Integration of visual communication in social media platforms,Cc,1
1351,ccb09d54-2349-11ea-a86e-74d02b9c93aa,SAS,ZV,5
1352,ccb09d54-2349-11ea-a86e-74d02b9c93aa,Javascript,ZV,1
1353,ccb09d54-2349-11ea-a86e-74d02b9c93aa,Buyer-Responsive selling,ZV,2
1354,ccb09d54-2349-11ea-a86e-74d02b9c93aa,Content Management Systems (CMS),ZV,5
1355,ccb09d55-2349-11ea-8148-74d02b9c93aa,Proposal writing,uL,4
1356,ccb09d55-2349-11ea-8148-74d02b9c93aa,Research and data analysis,uL,5
1357,ccb09d55-2349-11ea-8148-74d02b9c93aa,CSS preprocessors,uL,3
1358,ccb09d55-2349-11ea-8148-74d02b9c93aa,Updated curriculum knowledge,uL,5
1359,ccb09d55-2349-11ea-8148-74d02b9c93aa,Content Management Systems (CMS),Kn,5
1360,ccb09d56-2349-11ea-b3e5-74d02b9c93aa,Active listening,nW,4
1361,ccb09d56-2349-11ea-b3e5-74d02b9c93aa,Charisma,nW,1
1362,ccb09d56-2349-11ea-b3e5-74d02b9c93aa,Clear communication,nW,4
1363,ccb09d56-2349-11ea-b3e5-74d02b9c93aa,SEM,Cu,2
1364,ccb09d56-2349-11ea-b3e5-74d02b9c93aa,Innovation,Cu,3
1365,ccb09d56-2349-11ea-b3e5-74d02b9c93aa,Digital printing,Cu,1
1366,ccb09d56-2349-11ea-b3e5-74d02b9c93aa,Consumer Behavior Drivers,Cu,3
1367,ccb09d57-2349-11ea-96c8-74d02b9c93aa,Cognos Analytics (IBM),nK,1
1368,ccb09d57-2349-11ea-96c8-74d02b9c93aa,Planning,yr,1
1369,ccb09d57-2349-11ea-96c8-74d02b9c93aa,Technological savviness,yr,5
1370,ccb09d57-2349-11ea-96c8-74d02b9c93aa,Logo creation,yr,3
1371,ccb09d57-2349-11ea-96c8-74d02b9c93aa,Bookkeeping through Excel,GT,3
1372,ccb09d57-2349-11ea-96c8-74d02b9c93aa,People management,GT,4
1373,ccb09d57-2349-11ea-96c8-74d02b9c93aa,Wireframes,GT,3
1374,ccb09d57-2349-11ea-96c8-74d02b9c93aa,Big Data tools,GT,3
1375,ccb09d58-2349-11ea-a6fe-74d02b9c93aa,Lead generation,EV,4
1376,ccb09d58-2349-11ea-a6fe-74d02b9c93aa,Scala,EV,2
1377,ccb09d58-2349-11ea-a6fe-74d02b9c93aa,Empathy,EV,5
1378,ccb09d58-2349-11ea-a6fe-74d02b9c93aa,Creativity,ks,2
1379,ccb09d58-2349-11ea-a6fe-74d02b9c93aa,Brand management,Gv,4
1380,ccb09d58-2349-11ea-a6fe-74d02b9c93aa,Agile Business Analysis,Gv,4
1381,ccb09d58-2349-11ea-a6fe-74d02b9c93aa,Numerical competence,Gv,2
1382,ccb09d59-2349-11ea-9d46-74d02b9c93aa,Application Programming Interface (API),NU,4
1383,ccb09d59-2349-11ea-9d46-74d02b9c93aa,Time management,mV,2
1384,ccb09d59-2349-11ea-9d46-74d02b9c93aa,Testing/Debugging,mV,5
1385,ccb09d59-2349-11ea-9d46-74d02b9c93aa,Effective communication and sociability,mV,1
1386,ccb09d59-2349-11ea-9d46-74d02b9c93aa,Customer Relationship Management (CRM),mV,2
1387,ccb09d5a-2349-11ea-9ed7-74d02b9c93aa,Physical endurance,uY,1
1388,ccb09d5b-2349-11ea-89ca-74d02b9c93aa,Educational platforms,TP,4
1389,ccb09d5b-2349-11ea-89ca-74d02b9c93aa,Strategic Management,TP,1
1390,ccb09d5b-2349-11ea-89ca-74d02b9c93aa,Patient care and assistance,TP,5
1391,ccb09d5b-2349-11ea-89ca-74d02b9c93aa,"Git/Version control (Github, gitlab)",xo,3
1392,ccb09d5b-2349-11ea-89ca-74d02b9c93aa,Social media and mobile marketing,xo,4
1393,ccb09d5c-2349-11ea-85a5-74d02b9c93aa,Technological savviness,jT,3
1394,ccb09d5c-2349-11ea-85a5-74d02b9c93aa,Research & Data analysis,jT,4
1395,ccb09d5c-2349-11ea-85a5-74d02b9c93aa,Data entry,kO,5
1396,ccb09d5c-2349-11ea-85a5-74d02b9c93aa,CRO and A/B Testing,kO,2
1397,ccb09d5c-2349-11ea-85a5-74d02b9c93aa,Adobe Creative Suite,kO,1
1398,ccb09d5c-2349-11ea-85a5-74d02b9c93aa,CPR,kO,2
1399,ccb09d5d-2349-11ea-9795-74d02b9c93aa,R,Og,2
1400,ccb09d5d-2349-11ea-9795-74d02b9c93aa,CPR,Og,4
1401,ccb09d5d-2349-11ea-9795-74d02b9c93aa,Task delegation,Og,4
1402,ccb09d5d-2349-11ea-9795-74d02b9c93aa,Negotiation,TL,5
1403,ccb09d5e-2349-11ea-8d99-74d02b9c93aa,STATA,Lp,5
1404,ccb09d5e-2349-11ea-8d99-74d02b9c93aa,Email marketing,Lp,1
1405,ccb09d5e-2349-11ea-8d99-74d02b9c93aa,Social media and mobile marketing,Lp,1
1406,ccb09d5e-2349-11ea-8d99-74d02b9c93aa,Responsive design principles,Lp,5
1407,ccb09d5f-2349-11ea-a817-74d02b9c93aa,Interactive media design,gI,5
1408,ccb09d5f-2349-11ea-a817-74d02b9c93aa,Emotional Intelligence,gI,1
1409,ccb09d5f-2349-11ea-a817-74d02b9c93aa,Microsoft Visio,lX,2
1410,ccb09d5f-2349-11ea-a817-74d02b9c93aa,Consumer Behavior Drivers,lX,2
1411,ccb09d5f-2349-11ea-a817-74d02b9c93aa,Business Process Modeling,lX,3
1412,ccb09d5f-2349-11ea-a817-74d02b9c93aa,B2B Marketing,mu,2
1413,ccb09d5f-2349-11ea-a817-74d02b9c93aa,Telemetry,mu,4
1414,ccb09d5f-2349-11ea-a817-74d02b9c93aa,Illustrator,mu,5
1415,ccb09d5f-2349-11ea-a817-74d02b9c93aa,SQL,mu,2
1416,ccb09d60-2349-11ea-9557-74d02b9c93aa,Infographics,LB,5
1417,ccb09d60-2349-11ea-9557-74d02b9c93aa,Surgery preparation,KJ,2
1418,ccb09d60-2349-11ea-9557-74d02b9c93aa,Paid social media advertisements,KJ,2
1419,ccb09d60-2349-11ea-9557-74d02b9c93aa,Numerical competence,KJ,5
1420,ccb09d61-2349-11ea-9b8e-74d02b9c93aa,Social media/digital communication,vG,4
1421,ccb09d62-2349-11ea-a8d7-74d02b9c93aa,Business Development,rJ,1
1422,ccb09d62-2349-11ea-a8d7-74d02b9c93aa,Persuasion,rJ,2
1423,ccb09d62-2349-11ea-a8d7-74d02b9c93aa,Logo creation,rJ,3
1424,ccb09d62-2349-11ea-a8d7-74d02b9c93aa,Email marketing,rJ,1
1425,ccb09d63-2349-11ea-9337-74d02b9c93aa,Attention to detail,KU,1
1426,ccb09d64-2349-11ea-ac55-74d02b9c93aa,Entity Relationship Diagrams,vc,3
1427,ccb09d64-2349-11ea-ac55-74d02b9c93aa,Brand management,vc,4
1428,ccb09d65-2349-11ea-a334-74d02b9c93aa,Telemetry,hh,3
1429,ccb09d66-2349-11ea-ba4a-74d02b9c93aa,Attention to detail,lN,2
1430,ccb09d66-2349-11ea-ba4a-74d02b9c93aa,Buyer engagement,lN,2
1431,ccb09d66-2349-11ea-ba4a-74d02b9c93aa,Accuracy,lN,1
1432,ccb09d66-2349-11ea-ba4a-74d02b9c93aa,Basic knowledge of user interface communication,lN,2
1433,ccb09d66-2349-11ea-ba4a-74d02b9c93aa,Application Programming Interface (API),vC,2
1434,ccb09d66-2349-11ea-ba4a-74d02b9c93aa,Research and data analysis,vC,1
1435,ccb09d66-2349-11ea-ba4a-74d02b9c93aa,Basic knowledge of user interface communication,vC,3
1436,ccb09d66-2349-11ea-ba4a-74d02b9c93aa,B2B Marketing,lp,4
1437,ccb09d66-2349-11ea-ba4a-74d02b9c93aa,Motivation,lp,2
1438,ccb09d66-2349-11ea-ba4a-74d02b9c93aa,SAS,lp,2
1439,ccb09d67-2349-11ea-8a1a-74d02b9c93aa,Patient care and assistance,DN,4
1440,ccb09d67-2349-11ea-8a1a-74d02b9c93aa,Teamwork,DN,4
1441,ccb09d67-2349-11ea-8a1a-74d02b9c93aa,Public speaking,DN,1
1442,ccb09d68-2349-11ea-891b-74d02b9c93aa,Stress management,lO,1
1443,ccb09d68-2349-11ea-891b-74d02b9c93aa,Cloud networking and file sharing,lO,3
1444,ccb09d68-2349-11ea-891b-74d02b9c93aa,Telemetry,UW,3
1445,ccb09d68-2349-11ea-891b-74d02b9c93aa,Interactive media design,UW,3
1446,ccb09d68-2349-11ea-891b-74d02b9c93aa,Typography,UW,3
1447,ccb09d68-2349-11ea-891b-74d02b9c93aa,Business Process Modeling,Oz,3
1448,ccb09d68-2349-11ea-891b-74d02b9c93aa,Planning,Oz,4
1449,ccb09d68-2349-11ea-891b-74d02b9c93aa,R,Oz,1
1450,ccb09d69-2349-11ea-a36f-74d02b9c93aa,Lead generation,vS,5
1451,ccb09d69-2349-11ea-a36f-74d02b9c93aa,Telemetry,vS,2
1452,ccb09d69-2349-11ea-a36f-74d02b9c93aa,Photo editing,vS,4
1453,ccb09d69-2349-11ea-a36f-74d02b9c93aa,People management,vS,4
1454,ccb09d69-2349-11ea-a36f-74d02b9c93aa,Interactive media design,DO,5
1455,ccb09d69-2349-11ea-a36f-74d02b9c93aa,Surgery preparation,DO,1
1456,ccb09d6a-2349-11ea-964d-74d02b9c93aa,The 4 P-s of Marketing,Xq,4
1457,ccb09d6a-2349-11ea-964d-74d02b9c93aa,Planning,Xq,2
1458,ccb09d6a-2349-11ea-964d-74d02b9c93aa,Microsoft Excel,Xq,2
1459,ccb09d6a-2349-11ea-964d-74d02b9c93aa,Email marketing,Xq,4
1462,ccb09d6d-2349-11ea-bead-74d02b9c93aa,General business knowledge,iD,1
1463,ccb09d6e-2349-11ea-94c0-74d02b9c93aa,Illustrator,ta,4
1464,ccb09d6e-2349-11ea-94c0-74d02b9c93aa,Communication,ta,3
1465,ccb09d6e-2349-11ea-94c0-74d02b9c93aa,Communication,ta,2
1466,ccb09d6e-2349-11ea-94c0-74d02b9c93aa,CSS preprocessors,ta,1
1467,ccb09d6e-2349-11ea-94c0-74d02b9c93aa,Color sense & theory,yU,2
1468,ccb09d6e-2349-11ea-94c0-74d02b9c93aa,Bookkeeping through Excel,yU,2
1469,ccb09d6e-2349-11ea-94c0-74d02b9c93aa,Cognos Analytics (IBM),tb,1
1470,ccb09d6e-2349-11ea-94c0-74d02b9c93aa,Educational platforms,tb,5
1471,ccb09d6e-2349-11ea-94c0-74d02b9c93aa,Compassion,tb,1
1473,ccb09d70-2349-11ea-a7da-74d02b9c93aa,People management,UM,2
1474,ccb09d70-2349-11ea-a7da-74d02b9c93aa,Microsoft Office Pack,CV,2
1475,ccb09d70-2349-11ea-a7da-74d02b9c93aa,Updated curriculum knowledge,CV,1
1476,ccb09d70-2349-11ea-a7da-74d02b9c93aa,Public speaking,CV,1
1477,ccb09d70-2349-11ea-a7da-74d02b9c93aa,Storytelling,AU,1
1478,ccb09d70-2349-11ea-a7da-74d02b9c93aa,Patience,AU,2
1479,ccb09d71-2349-11ea-98a1-74d02b9c93aa,Microsoft Visio,Lc,4
1480,ccb09d71-2349-11ea-98a1-74d02b9c93aa,Creativity,Lc,1
1481,ccb09d71-2349-11ea-98a1-74d02b9c93aa,CSS preprocessors,bG,5
1482,ccb09d71-2349-11ea-98a1-74d02b9c93aa,CMS Tools,bG,3
1483,ccb09d71-2349-11ea-98a1-74d02b9c93aa,Graphic User Interfaces (GUI),bG,4
1484,ccb09d71-2349-11ea-98a1-74d02b9c93aa,Filing and paper management,bG,1
1485,ccb09d71-2349-11ea-98a1-74d02b9c93aa,Wordpress,Hc,5
1486,ccb09d71-2349-11ea-98a1-74d02b9c93aa,Patience,Hc,2
1487,ccb09d71-2349-11ea-98a1-74d02b9c93aa,CSS preprocessors,Hc,1
1488,ccb09d72-2349-11ea-8d4e-74d02b9c93aa,Motivation,JP,4
1489,ccb09d72-2349-11ea-8d4e-74d02b9c93aa,Active listening,JP,5
1490,ccb09d72-2349-11ea-8d4e-74d02b9c93aa,Buyer engagement,JP,2
1491,ccb09d72-2349-11ea-8d4e-74d02b9c93aa,Creativity,yz,2
1492,ccb09d72-2349-11ea-8d4e-74d02b9c93aa,The McKinsey 7s Framework,yz,3
1493,ccb09d73-2349-11ea-99d9-74d02b9c93aa,Empathy,XY,1
1494,ccb09d73-2349-11ea-99d9-74d02b9c93aa,Porter’s Five Forces,XY,3
1495,ccb09d73-2349-11ea-99d9-74d02b9c93aa,Machine learning,XY,4
1496,ccb09d73-2349-11ea-99d9-74d02b9c93aa,Know Your Customers (KYC),fY,2
1497,ccb09d73-2349-11ea-99d9-74d02b9c93aa,SPSS,fY,3
1498,ccb09d73-2349-11ea-99d9-74d02b9c93aa,Compassion,pY,5
1499,ccb09d73-2349-11ea-99d9-74d02b9c93aa,Testing/Debugging,pY,3
1500,ccb09d73-2349-11ea-99d9-74d02b9c93aa,Matlab,pY,5
1501,ccb09d73-2349-11ea-99d9-74d02b9c93aa,SEM,pY,3
1502,ccb09d74-2349-11ea-a5fa-74d02b9c93aa,Search Engine Optimization (SEO),gj,4
1503,ccb09d74-2349-11ea-a5fa-74d02b9c93aa,Microsoft Excel,gj,3
1504,ccb09d74-2349-11ea-a5fa-74d02b9c93aa,Entity Relationship Diagrams,BF,5
1505,ccb09d74-2349-11ea-a5fa-74d02b9c93aa,Product knowledge,BF,5
1506,ccb09d74-2349-11ea-a5fa-74d02b9c93aa,Acute care,BF,3
1507,ccb09d74-2349-11ea-a5fa-74d02b9c93aa,General business knowledge,bL,4
1508,ccb09d74-2349-11ea-a5fa-74d02b9c93aa,Proposal writing,bL,5
1509,ccb09d74-2349-11ea-a5fa-74d02b9c93aa,Porter’s Five Forces,bL,3
1510,ccb09d74-2349-11ea-a5fa-74d02b9c93aa,SQL,bL,3
1512,ccb09d76-2349-11ea-b526-74d02b9c93aa,Cold-calling,PR,5
1513,ccb09d76-2349-11ea-b526-74d02b9c93aa,Photo editing,PR,2
1514,ccb09d76-2349-11ea-b526-74d02b9c93aa,The 4 P-s of Marketing,PR,1
1515,ccb09d76-2349-11ea-b526-74d02b9c93aa,Planning,PR,3
1516,ccb09d76-2349-11ea-b526-74d02b9c93aa,Content Management Systems (CMS),NG,3
1517,ccb09d76-2349-11ea-b526-74d02b9c93aa,Educational platforms,xp,4
1518,ccb09d76-2349-11ea-b526-74d02b9c93aa,Consumer Behavior Drivers,xp,4
1519,ccb09d76-2349-11ea-b526-74d02b9c93aa,Typography,xp,4
1522,ccb09d79-2349-11ea-9bc3-74d02b9c93aa,Wordpress,wm,5
1523,ccb09d79-2349-11ea-9bc3-74d02b9c93aa,System Context Diagrams,wm,5
1524,ccb09d79-2349-11ea-9bc3-74d02b9c93aa,Typography,wm,1
1525,ccb09d79-2349-11ea-9bc3-74d02b9c93aa,Empathy,BB,1
1526,ccb09d79-2349-11ea-9bc3-74d02b9c93aa,Consumer Behavior Drivers,ie,3
1527,ccb09d79-2349-11ea-9bc3-74d02b9c93aa,Patience,ie,1
1528,ccb09d79-2349-11ea-9bc3-74d02b9c93aa,SQL,ie,4
1529,ccb09d79-2349-11ea-9bc3-74d02b9c93aa,Typography,ie,3
1530,ccb09d7a-2349-11ea-87a1-74d02b9c93aa,Customer Relationship Management (CRM),BG,1
1531,ccb09d7a-2349-11ea-87a1-74d02b9c93aa,STATA,BG,1
1532,ccb09d7a-2349-11ea-87a1-74d02b9c93aa,Ad design,BG,1
1533,ccb09d7a-2349-11ea-87a1-74d02b9c93aa,Web scraping,NY,4
1534,ccb09d7a-2349-11ea-87a1-74d02b9c93aa,Basic knowledge of user interface communication,NY,4
1536,ccb09d7c-2349-11ea-8a69-74d02b9c93aa,Attention to detail,ow,5
1537,ccb09d7c-2349-11ea-8a69-74d02b9c93aa,Storyboarding,ow,4
1538,ccb09d7c-2349-11ea-8a69-74d02b9c93aa,Matlab,ow,2
1539,ccb09d7c-2349-11ea-8a69-74d02b9c93aa,Agile Business Analysis,fP,5
1540,ccb09d7c-2349-11ea-8a69-74d02b9c93aa,Enthusiasm,fP,1
1541,ccb09d7c-2349-11ea-8a69-74d02b9c93aa,General business knowledge,fP,5
1542,ccb09d7c-2349-11ea-8a69-74d02b9c93aa,Research & Data analysis,fP,3
1543,ccb09d7c-2349-11ea-8a69-74d02b9c93aa,Agile Business Analysis,MX,3
1544,ccb09d7d-2349-11ea-9729-74d02b9c93aa,Visual Basic,FY,4
1545,ccb09d7d-2349-11ea-9729-74d02b9c93aa,Photo editing,FY,4
1546,ccb09d7d-2349-11ea-9729-74d02b9c93aa,Dealing with work-related stress,FY,3
1547,ccb09d7d-2349-11ea-9729-74d02b9c93aa,CSS preprocessors,cS,2
1548,ccb09d7d-2349-11ea-9729-74d02b9c93aa,Paperwork/record-keeping abilities,cS,2
