,user_id,school_name,graduation_year,department,degree
403,ccb09cea-2349-11ea-aa7d-74d02b9c93aa,Jilin University,1204739896,Earth Sciences,2.485076937168854
404,ccb09ceb-2349-11ea-8bf0-74d02b9c93aa,Dartmouth College,1443842670,Centre for Environmental Science and Engineering (CESE),2.4344722060620354
405,ccb09ceb-2349-11ea-8bf0-74d02b9c93aa,University of Waterloo,1509792448,Centre for Environmental Science and Engineering (CESE),3.462353701972344
407,ccb09ced-2349-11ea-b328-74d02b9c93aa,University of Oviedo,1528205092,Technology and Design (TCTD),3.547828737549411
408,ccb09ced-2349-11ea-b328-74d02b9c93aa,New University of Lisbon,1529481077,Technology and Design (TCTD),2.8386848806009977
409,ccb09cee-2349-11ea-bac0-74d02b9c93aa,Durham University,1385970400,Centre for Environmental Science and Engineering (CESE),2.772059367680135
410,ccb09cef-2349-11ea-ae2f-74d02b9c93aa,University of York,1472831449,National Centre for Mathematics (NCM),3.888469264842425
411,ccb09cf0-2349-11ea-b680-74d02b9c93aa,Lehigh University,1348453995,Centre for Aerospace Systems Design and Engineering (CASDE),2.099794664544113
413,ccb09cf2-2349-11ea-87df-74d02b9c93aa,Aligarh Muslim University,1167158609,Mechanical Engineering,3.1822732417316035
414,ccb09cf2-2349-11ea-87df-74d02b9c93aa,University of Southampton,1454886125,Mechanical Engineering,3.2497444806406874
415,ccb09cf3-2349-11ea-bdd2-74d02b9c93aa,Harvard University,1394877398,Centre for Technology Alternatives for Rural Areas (CTARA),3.571309657300339
416,ccb09cf3-2349-11ea-bdd2-74d02b9c93aa,Bielefeld University,1304999081,Centre for Technology Alternatives for Rural Areas (CTARA),2.442731830363601
417,ccb09cf3-2349-11ea-bdd2-74d02b9c93aa,Yokohama National University,975647574,Centre for Formal Design and Verification of Software (CFDVS),2.831413870033319
418,ccb09cf4-2349-11ea-854d-74d02b9c93aa,Ural Federal University,1395270086,Energy Science and Engineering,2.8512084719270736
419,ccb09cf4-2349-11ea-854d-74d02b9c93aa,San Diego State University,1568214070,Earth Sciences,2.790699458640374
420,ccb09cf4-2349-11ea-854d-74d02b9c93aa,University of Barcelona,1308273138,Educational Technology,2.3252941947444548
423,ccb09cf7-2349-11ea-9569-74d02b9c93aa,Jadavpur University,1221019865,Centre for Aerospace Systems Design and Engineering (CASDE),3.535469950045043
424,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,Hunan University,1576864016,Civil Engineering,3.731591292965697
425,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,University of Sydney,1576864016,Civil Engineering,3.7258240307741235
426,ccb09cf8-2349-11ea-80cf-74d02b9c93aa,Florida International University,1576864016,Centre for Technology Alternatives for Rural Areas (CTARA),3.6511068021439033
428,ccb09cfa-2349-11ea-b5ad-74d02b9c93aa,Marche Polytechnic University,1272491020,Centre for Research in Nanotechnology and Science (CRNTS),2.5770434033064635
429,ccb09cfa-2349-11ea-b5ad-74d02b9c93aa,McGill University,1031924158,Centre for Research in Nanotechnology and Science (CRNTS),2.760973030055335
430,ccb09cfa-2349-11ea-b5ad-74d02b9c93aa,Federal University of Paraná (UFPR),1533802378,Centre for Research in Nanotechnology and Science (CRNTS),3.9530687736143673
431,ccb09cfb-2349-11ea-b6d7-74d02b9c93aa,Scuola Superiore Sant’Anna,1489415981,Sophisticated Analytical Instrument Facility (SAIF),3.2518978172438886
432,ccb09cfb-2349-11ea-b6d7-74d02b9c93aa,University of Tokyo,1502437043,Sophisticated Analytical Instrument Facility (SAIF),3.0171429707374715
433,ccb09cfc-2349-11ea-a87f-74d02b9c93aa,Lehigh University,1436863971,Technology and Design (TCTD),3.5612677994753903
434,ccb09cfc-2349-11ea-a87f-74d02b9c93aa,Sapienza University of Rome,1486495734,Technology and Design (TCTD),3.1004938242444884
435,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,"Rutgers, the State University of New Jersey",1529071428,Computer Centre (CC),2.3405288199595944
436,ccb09cfd-2349-11ea-acfc-74d02b9c93aa,University of the West of England,1528456778,Computer Centre (CC),3.1601559194220257
437,ccb09cfe-2349-11ea-81a5-74d02b9c93aa,Paris Descartes University,1039363408,Energy Science and Engineering,3.181749629670826
438,ccb09cfe-2349-11ea-81a5-74d02b9c93aa,University of the Basque Country,1112302976,Energy Science and Engineering,2.7116181611220247
439,ccb09cfe-2349-11ea-81a5-74d02b9c93aa,University of Chile,1057338467,Energy Science and Engineering,3.921800031859445
440,ccb09cff-2349-11ea-a0b3-74d02b9c93aa,University of Ghana,1526691966,Centre for Technology Alternatives for Rural Areas (CTARA),3.526629351886436
441,ccb09d00-2349-11ea-92ea-74d02b9c93aa,Bayreuth University,1576864016,Physics,2.0491703117132856
442,ccb09d01-2349-11ea-9ea4-74d02b9c93aa,Bilkent University,1125775918,Chemistry,1.855791954756107
443,ccb09d01-2349-11ea-9ea4-74d02b9c93aa,Tehran University of Medical Sciences,1373094726,Chemistry,3.965402610519485
444,ccb09d01-2349-11ea-9ea4-74d02b9c93aa,Fu Jen Catholic University,1095886828,Mechanical Engineering,2.982939404501372
446,ccb09d03-2349-11ea-af4d-74d02b9c93aa,Eötvös Loránd University,1442681428,Systems and Control Engineering,3.8693613611934112
447,ccb09d03-2349-11ea-af4d-74d02b9c93aa,University of Rennes 1,1504567459,Systems and Control Engineering,3.382838715324625
449,ccb09d05-2349-11ea-b6e9-74d02b9c93aa,University of New South Wales,1238185472,Metallurgical Engineering & Materials Science,2.4830201559253764
450,ccb09d06-2349-11ea-bf9b-74d02b9c93aa,University of Genoa,1265017750,Mechanical Engineering,2.878883522185284
451,ccb09d06-2349-11ea-bf9b-74d02b9c93aa,University of Alaska Fairbanks,1031481306,Mechanical Engineering,3.9626222220250593
453,ccb09d08-2349-11ea-b326-74d02b9c93aa,"University of Tennessee, Knoxville",1253896197,Mechanical Engineering,2.86015516530216
454,ccb09d08-2349-11ea-b326-74d02b9c93aa,Warsaw University of Technology,1240614778,Mechanical Engineering,2.0627432176968
455,ccb09d09-2349-11ea-b870-74d02b9c93aa,University of Wisconsin-Madison,1329827385,Centre for Bioengineering (WRCB),3.5121312480995606
456,ccb09d09-2349-11ea-b870-74d02b9c93aa,Wageningen University and Research Center,1501976315,Centre for Bioengineering (WRCB),2.982717344065541
457,ccb09d09-2349-11ea-b870-74d02b9c93aa,RWTH Aachen University,1524399751,Centre for Bioengineering (WRCB),3.93938930986835
460,ccb09d0c-2349-11ea-9064-74d02b9c93aa,Chung Yuan Christian University,1178797018,Biosciences and Bioengineering,3.5527695927117877
461,ccb09d0c-2349-11ea-9064-74d02b9c93aa,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),1511900334,Biosciences and Bioengineering,2.4731710180206288
462,ccb09d0c-2349-11ea-9064-74d02b9c93aa,University of Chicago,948392057,Biosciences and Bioengineering,3.8349697788019688
463,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,Sabancı University,1576864016,Educational Technology,2.519032745833577
464,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,Chonnam National University,1576864016,Educational Technology,3.503189467314378
465,ccb09d0d-2349-11ea-a0bf-74d02b9c93aa,University of Notre Dame,1576864016,Educational Technology,2.9128042838439137
466,ccb09d0e-2349-11ea-8829-74d02b9c93aa,Hacettepe University,948883512,Centre for Distance Engineering Education Programme (CDEEP),2.586215860564999
467,ccb09d0f-2349-11ea-b100-74d02b9c93aa,University of Stirling,1263301399,National Centre for Mathematics (NCM),3.3966424927990566
468,ccb09d0f-2349-11ea-b100-74d02b9c93aa,Université du Québec à Montréal,1052526363,National Centre for Mathematics (NCM),3.2515316405540786
469,ccb09d10-2349-11ea-9780-74d02b9c93aa,University of Waikato,1551166482,Application Software Centre (ASC),3.1452422300676344
470,ccb09d11-2349-11ea-a676-74d02b9c93aa,Chulalongkorn University,980857367,Centre for Urban Science and Engineering (C-USE),1.9566290114819733
471,ccb09d11-2349-11ea-a676-74d02b9c93aa,University of Greifswald,1286350352,Centre for Urban Science and Engineering (C-USE),3.0082685727555982
472,ccb09d12-2349-11ea-9626-74d02b9c93aa,Bar-Ilan University,1365244105,Physics,3.5101458223638806
473,ccb09d12-2349-11ea-9626-74d02b9c93aa,University of Parma,1336423663,Physics,2.372055285867253
474,ccb09d13-2349-11ea-9fbd-74d02b9c93aa,Peter the Great St Petersburg Polytechnic University,985525421,Industrial Design Centre,1.9881529568270329
475,ccb09d13-2349-11ea-9fbd-74d02b9c93aa,University of Brasília,1413247448,Industrial Design Centre,2.0300589293868856
476,ccb09d14-2349-11ea-bc49-74d02b9c93aa,Temple University,1576864016,Chemical Engineering,2.419627613794874
477,ccb09d14-2349-11ea-bc49-74d02b9c93aa,Lille 2 University – Health and Law,1576864016,Chemical Engineering,2.1548749061459644
478,ccb09d14-2349-11ea-bc49-74d02b9c93aa,Joseph Fourier University,1576864016,Center for Learning and Teaching (PPCCLT),1.8960048713466289
479,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,Kyoto University,1528310380,Center for Learning and Teaching (PPCCLT),2.2652104389386944
480,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,New Mexico State University,1563898740,Center for Learning and Teaching (PPCCLT),2.0366074558955973
481,ccb09d15-2349-11ea-8bfe-74d02b9c93aa,University of Urbino Carlo Bo,1543618477,Chemical Engineering,1.9222789223919672
483,ccb09d17-2349-11ea-9c35-74d02b9c93aa,Wuhan University,1337412320,Electrical Engineering,2.039171761559308
484,ccb09d17-2349-11ea-9c35-74d02b9c93aa,National Technical University of Athens,1245120981,Civil Engineering,2.8677673581919545
485,ccb09d17-2349-11ea-9c35-74d02b9c93aa,University of Alberta,1515662247,Centre for Bioengineering (WRCB),3.812605079658966
486,ccb09d18-2349-11ea-8ab0-74d02b9c93aa,Dalian University of Technology,1503043847,Biosciences and Bioengineering,3.5608667212138227
487,ccb09d18-2349-11ea-8ab0-74d02b9c93aa,University of Huddersfield,1555408248,Biosciences and Bioengineering,3.1653600357281046
488,ccb09d19-2349-11ea-98de-74d02b9c93aa,Kaohsiung Medical University,1503206427,Sophisticated Analytical Instrument Facility (SAIF),3.6197950882806005
489,ccb09d19-2349-11ea-98de-74d02b9c93aa,Keele University,1356703185,Sophisticated Analytical Instrument Facility (SAIF),2.987849795831188
490,ccb09d1a-2349-11ea-a91d-74d02b9c93aa,State University of New York Albany,1407808845,Physics,2.3897661736466818
491,ccb09d1b-2349-11ea-8d3e-74d02b9c93aa,Peking University,1536559416,Chemistry,2.8173773575205314
492,ccb09d1b-2349-11ea-8d3e-74d02b9c93aa,Yale University,1461061746,Centre for Research in Nanotechnology and Science (CRNTS),2.273314377478461
494,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,University of Iowa,1489163641,Metallurgical Engineering & Materials Science,2.4525308030259656
495,ccb09d1d-2349-11ea-81c6-74d02b9c93aa,Washington University in St Louis,1369261424,Metallurgical Engineering & Materials Science,2.7751931909884884
497,ccb09d1f-2349-11ea-b014-74d02b9c93aa,"University of California, Santa Barbara",1442537954,Physics,3.889420929765002
498,ccb09d1f-2349-11ea-b014-74d02b9c93aa,University of Wisconsin-Madison,1382213131,Physics,1.8070020818768584
499,ccb09d20-2349-11ea-9560-74d02b9c93aa,University of Cape Town,1478354495,Application Software Centre (ASC),2.780651417216051
500,ccb09d21-2349-11ea-96b5-74d02b9c93aa,Aarhus University,825686318,Systems and Control Engineering,2.6030304955351093
501,ccb09d22-2349-11ea-858e-74d02b9c93aa,Adam Mickiewicz University,1438018002,National Center of Excellence in Technology for Internal Security (NCETIS),2.1922952659105843
503,ccb09d24-2349-11ea-b8ad-74d02b9c93aa,University of Delaware,1362873647,Industrial Engineering and Operations Research (IEOR),2.797836743391404
504,ccb09d24-2349-11ea-b8ad-74d02b9c93aa,University of Tasmania,1208626204,Sophisticated Analytical Instrument Facility (SAIF),3.0556382540567832
505,ccb09d24-2349-11ea-b8ad-74d02b9c93aa,University of Colorado Boulder,1103159139,Energy Science and Engineering,3.7644584782279056
506,ccb09d25-2349-11ea-bd74-74d02b9c93aa,University of Regina,1396908517,Biosciences and Bioengineering,3.3518467643470213
507,ccb09d25-2349-11ea-bd74-74d02b9c93aa,University of Porto,1561555072,Biosciences and Bioengineering,3.1533130352396714
508,ccb09d25-2349-11ea-bd74-74d02b9c93aa,University of KwaZulu-Natal,1439751784,Civil Engineering,3.9708979407274967
509,ccb09d26-2349-11ea-b48d-74d02b9c93aa,LMU Munich,1468348052,Metallurgical Engineering & Materials Science,2.1426287871535803
510,ccb09d27-2349-11ea-8f26-74d02b9c93aa,Lille 1 University – Science and Technology,1552914390,Industrial Engineering and Operations Research (IEOR),3.207551254869628
511,ccb09d27-2349-11ea-8f26-74d02b9c93aa,University of Milan,1551683550,Industrial Engineering and Operations Research (IEOR),2.942888111102248
512,ccb09d28-2349-11ea-a8ca-74d02b9c93aa,Syracuse University,1527030246,Climate Studies,2.2624660712226348
513,ccb09d28-2349-11ea-a8ca-74d02b9c93aa,Semmelweis University,1006295008,Climate Studies,2.23920467675381
514,ccb09d29-2349-11ea-b27c-74d02b9c93aa,University of Leicester,1439562140,National Center of Excellence in Technology for Internal Security (NCETIS),3.9918525412165495
515,ccb09d2a-2349-11ea-af54-74d02b9c93aa,William & Mary,1538395012,Educational Technology,3.4729505566071004
516,ccb09d2b-2349-11ea-839d-74d02b9c93aa,Tallinn University of Technology,1576864016,School of Management,3.6620880922538914
517,ccb09d2b-2349-11ea-839d-74d02b9c93aa,University of Dundee,1576864016,School of Management,3.707056284309529
518,ccb09d2c-2349-11ea-b7de-74d02b9c93aa,University of Eastern Finland,1576864016,Technology and Design (TCTD),3.3917257637031346
519,ccb09d2c-2349-11ea-b7de-74d02b9c93aa,Wuhan University of Technology,1576864016,Technology and Design (TCTD),2.2306987234562556
520,ccb09d2d-2349-11ea-a91b-74d02b9c93aa,Koç University,1322328378,Sophisticated Analytical Instrument Facility (SAIF),3.1201173310878665
521,ccb09d2e-2349-11ea-8245-74d02b9c93aa,Dublin City University,1561334773,Technology and Design (TCTD),2.6607708795100966
522,ccb09d2e-2349-11ea-8245-74d02b9c93aa,Hiroshima University,1501474753,Technology and Design (TCTD),3.264973109968785
523,ccb09d2f-2349-11ea-b1ca-74d02b9c93aa,Howard University,1509965945,Climate Studies,2.598032682399156
524,ccb09d2f-2349-11ea-b1ca-74d02b9c93aa,Chulalongkorn University,883463581,Climate Studies,2.033991489630248
525,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,University of West Bohemia,1439836150,Humanities & Social Science,2.6825442713067567
526,ccb09d30-2349-11ea-bc9e-74d02b9c93aa,TU Dresden,1574228923,Humanities & Social Science,1.8447855179480683
528,ccb09d32-2349-11ea-8eb3-74d02b9c93aa,Saint Louis University,1542036287,Electrical Engineering,2.539148736964992
529,ccb09d32-2349-11ea-8eb3-74d02b9c93aa,Rio de Janeiro State University (UERJ),1513129339,Electrical Engineering,3.4036520044515024
530,ccb09d32-2349-11ea-8eb3-74d02b9c93aa,Dublin City University,1504825936,Application Software Centre (ASC),1.9382556284716783
533,ccb09d35-2349-11ea-8666-74d02b9c93aa,University of Navarra,1160378766,Industrial Engineering and Operations Research (IEOR),3.7622979637300302
534,ccb09d35-2349-11ea-8666-74d02b9c93aa,University of Vienna,989717610,Mechanical Engineering,3.4406444362800555
535,ccb09d36-2349-11ea-970d-74d02b9c93aa,Hong Kong Baptist University,1509672570,Earth Sciences,3.0117587614816217
536,ccb09d36-2349-11ea-970d-74d02b9c93aa,"Birkbeck, University of London",1413845057,Earth Sciences,3.143639359200989
537,ccb09d37-2349-11ea-a705-74d02b9c93aa,Vilnius University,976231050,Physics,3.404460268496314
538,ccb09d37-2349-11ea-a705-74d02b9c93aa,University of Ulsan,1031430734,Physics,3.3471196154931033
539,ccb09d38-2349-11ea-941a-74d02b9c93aa,Curtin University,899681991,Educational Technology,2.1976454950238082
540,ccb09d39-2349-11ea-80a6-74d02b9c93aa,Stony Brook University,1484688843,Centre for Policy Studies (CPS),3.3657668865838035
541,ccb09d39-2349-11ea-80a6-74d02b9c93aa,West University of Timişoara,1431809326,Centre for Policy Studies (CPS),2.33259064789685
542,ccb09d3a-2349-11ea-949d-74d02b9c93aa,University of Würzburg,1471352040,Centre for Formal Design and Verification of Software (CFDVS),1.949251284275768
543,ccb09d3b-2349-11ea-9d54-74d02b9c93aa,University of Rochester,1073842155,Mechanical Engineering,3.6984709190455103
544,ccb09d3c-2349-11ea-a758-74d02b9c93aa,Karolinska Institute,1266159973,Climate Studies,3.8565274333794495
545,ccb09d3c-2349-11ea-a758-74d02b9c93aa,Maastricht University,1062633169,Climate Studies,2.3854965874266747
546,ccb09d3c-2349-11ea-a758-74d02b9c93aa,Charles Darwin University,948347788,Climate Studies,3.2726171693505863
547,ccb09d3d-2349-11ea-9923-74d02b9c93aa,Monterrey Institute of Technology and Higher Education,807137620,School of Management,1.8890712095288595
548,ccb09d3d-2349-11ea-9923-74d02b9c93aa,Juntendo University,864965901,School of Management,2.7885487205208657
551,ccb09d40-2349-11ea-a04b-74d02b9c93aa,State University of Campinas,1298311599,Centre for Distance Engineering Education Programme (CDEEP),1.9581014276568585
552,ccb09d40-2349-11ea-a04b-74d02b9c93aa,Western Sydney University,1152234070,Centre for Distance Engineering Education Programme (CDEEP),2.8685586697944983
553,ccb09d41-2349-11ea-bef0-74d02b9c93aa,Indian Institute of Technology Roorkee,1573111187,Industrial Design Centre,2.3237147529581845
554,ccb09d41-2349-11ea-bef0-74d02b9c93aa,Utrecht University,1555518445,Climate Studies,2.265581720657744
555,ccb09d42-2349-11ea-bab0-74d02b9c93aa,University of Amsterdam,1302993539,Centre for Technology Alternatives for Rural Areas (CTARA),3.830545352496191
556,ccb09d42-2349-11ea-bab0-74d02b9c93aa,São Paulo State University (UNESP),1113465131,Centre for Technology Alternatives for Rural Areas (CTARA),2.627266008076891
557,ccb09d42-2349-11ea-bab0-74d02b9c93aa,University of Lisbon,1126020554,Energy Science and Engineering,3.1653128488463698
558,ccb09d43-2349-11ea-bf32-74d02b9c93aa,University of Konstanz,1566533408,Metallurgical Engineering & Materials Science,3.7556743714296585
560,ccb09d45-2349-11ea-a2d3-74d02b9c93aa,RMIT University,1265565056,Humanities & Social Science,1.9253260951035167
561,ccb09d45-2349-11ea-a2d3-74d02b9c93aa,University of Manitoba,1309691081,Technology and Design (TCTD),3.6591116348191335
562,ccb09d45-2349-11ea-a2d3-74d02b9c93aa,Hong Kong Polytechnic University,927703141,Technology and Design (TCTD),3.301468830297172
563,ccb09d46-2349-11ea-892d-74d02b9c93aa,University of Innsbruck,1560032243,Centre for Urban Science and Engineering (C-USE),3.0323482986040267
565,ccb09d48-2349-11ea-aee1-74d02b9c93aa,Ulm University,1066834591,Centre for Urban Science and Engineering (C-USE),2.7312034595800103
567,ccb09d4a-2349-11ea-9fd9-74d02b9c93aa,University of Nottingham,1317421043,Civil Engineering,3.5184684673517617
568,ccb09d4a-2349-11ea-9fd9-74d02b9c93aa,Ca’ Foscari University of Venice,904839026,Civil Engineering,2.8973052179212244
569,ccb09d4a-2349-11ea-9fd9-74d02b9c93aa,University of Regina,1357680510,Application Software Centre (ASC),2.400393219871456
571,ccb09d4c-2349-11ea-a3e9-74d02b9c93aa,University of KwaZulu-Natal,1297593253,Electrical Engineering,2.539955566183369
572,ccb09d4c-2349-11ea-a3e9-74d02b9c93aa,University of Granada,1241060441,Computer Centre (CC),3.9238687294168724
573,ccb09d4c-2349-11ea-a3e9-74d02b9c93aa,Charles University in Prague,1142347844,Civil Engineering,1.9728956318617088
575,ccb09d4e-2349-11ea-b03f-74d02b9c93aa,University of Greenwich,1576864016,Civil Engineering,2.4762963282609363
576,ccb09d4f-2349-11ea-9372-74d02b9c93aa,Tokyo University of Marine Science and Technology,1189625645,National Centre for Mathematics (NCM),3.9076150590167353
579,ccb09d52-2349-11ea-a726-74d02b9c93aa,Federal University of Bahia,1469719131,Centre for Policy Studies (CPS),3.205241887550076
580,ccb09d52-2349-11ea-a726-74d02b9c93aa,University of Tartu,1477576258,Centre for Policy Studies (CPS),1.9241867590757609
581,ccb09d52-2349-11ea-a726-74d02b9c93aa,Indian Institute of Technology Kharagpur,1439481204,Centre for Aerospace Systems Design and Engineering (CASDE),2.857794357866024
582,ccb09d53-2349-11ea-85cb-74d02b9c93aa,University of Wisconsin-Madison,1076352532,Chemistry,1.8037512144350931
584,ccb09d55-2349-11ea-8148-74d02b9c93aa,Polytechnic University of Catalonia,1172474817,Energy Science and Engineering,2.8538342512020964
585,ccb09d55-2349-11ea-8148-74d02b9c93aa,Ghent University,1370371174,Energy Science and Engineering,1.946926122465113
588,ccb09d58-2349-11ea-a6fe-74d02b9c93aa,Gdańsk University of Technology,1475750276,Industrial Engineering and Operations Research (IEOR),2.7706959094030315
589,ccb09d58-2349-11ea-a6fe-74d02b9c93aa,University of Vermont,1309181829,Industrial Engineering and Operations Research (IEOR),2.273511010741716
590,ccb09d58-2349-11ea-a6fe-74d02b9c93aa,University of Rovira i Virgili,1282152402,Biosciences and Bioengineering,2.778792587700603
592,ccb09d5a-2349-11ea-9ed7-74d02b9c93aa,University of Tehran,1533237774,National Centre for Aerospace Innovation and Research (NCAIR),2.8812562901496466
593,ccb09d5a-2349-11ea-9ed7-74d02b9c93aa,University of South Dakota,1243346499,National Centre for Aerospace Innovation and Research (NCAIR),3.9451096125726304
594,ccb09d5a-2349-11ea-9ed7-74d02b9c93aa,William & Mary,1089289977,Centre for Research in Nanotechnology and Science (CRNTS),3.437942873575154
598,ccb09d5e-2349-11ea-8d99-74d02b9c93aa,Louisiana State University,1576864016,Computer Science & Engineering,2.023229996696959
599,ccb09d5e-2349-11ea-8d99-74d02b9c93aa,University of Southampton,1576864016,Computer Science & Engineering,3.728458038207087
600,ccb09d5f-2349-11ea-a817-74d02b9c93aa,University of Arizona,1384379166,Centre for Bioengineering (WRCB),3.0104009840117327
601,ccb09d5f-2349-11ea-a817-74d02b9c93aa,Old Dominion University,1377029830,Civil Engineering,3.1208036376255537
602,ccb09d60-2349-11ea-9557-74d02b9c93aa,Justus Liebig University Giessen,1576864016,Center for Learning and Teaching (PPCCLT),3.9209573174124825
604,ccb09d62-2349-11ea-a8d7-74d02b9c93aa,Sichuan University,1372852270,Electrical Engineering,3.2374357210531013
606,ccb09d64-2349-11ea-ac55-74d02b9c93aa,University of Luxembourg,1406538193,Computer Science & Engineering,3.684660795488672
607,ccb09d64-2349-11ea-ac55-74d02b9c93aa,Scuola Superiore Sant’Anna,1555381745,Computer Science & Engineering,2.7200760919301663
608,ccb09d64-2349-11ea-ac55-74d02b9c93aa,University of Stuttgart,1547407479,Centre for Technology Alternatives for Rural Areas (CTARA),2.3548333630789817
609,ccb09d65-2349-11ea-a334-74d02b9c93aa,Toyohashi University of Technology,1497983147,Energy Science and Engineering,2.652387872516829
610,ccb09d65-2349-11ea-a334-74d02b9c93aa,Southern Cross University,1472222199,Earth Sciences,2.598727038253769
611,ccb09d65-2349-11ea-a334-74d02b9c93aa,Radboud University Nijmegen,1429646166,ABC-EDS Research Academy,2.702375685977368
613,ccb09d67-2349-11ea-8a1a-74d02b9c93aa,Tokyo University of Science,1576864016,Energy Science and Engineering,3.188976608821081
614,ccb09d67-2349-11ea-8a1a-74d02b9c93aa,University of Patras,1576864016,Centre for Policy Studies (CPS),2.9579590203304305
615,ccb09d67-2349-11ea-8a1a-74d02b9c93aa,University of St Andrews,1576864016,Computer Science & Engineering,3.954582058436518
616,ccb09d68-2349-11ea-891b-74d02b9c93aa,Duke University,1547989913,Sophisticated Analytical Instrument Facility (SAIF),1.996698517443651
617,ccb09d69-2349-11ea-a36f-74d02b9c93aa,London School of Economics and Political Science,1434316366,Computer Centre (CC),2.3037129519053656
618,ccb09d6a-2349-11ea-964d-74d02b9c93aa,China University of Petroleum (Beijing),1576864016,National Centre for Mathematics (NCM),3.2217620607828907
619,ccb09d6a-2349-11ea-964d-74d02b9c93aa,Charles Darwin University,1576864016,National Centre for Mathematics (NCM),3.873526027504801
620,ccb09d6a-2349-11ea-964d-74d02b9c93aa,University of Leeds,1576864016,National Centre for Mathematics (NCM),1.8919111293013624
621,ccb09d6b-2349-11ea-8e2d-74d02b9c93aa,Sungkyunkwan University (SKKU),1023585899,Centre for Research in Nanotechnology and Science (CRNTS),3.0676977858934693
622,ccb09d6b-2349-11ea-8e2d-74d02b9c93aa,Charles University in Prague,952894681,Centre for Technology Alternatives for Rural Areas (CTARA),3.1906198402471477
623,ccb09d6c-2349-11ea-be55-74d02b9c93aa,University of Manchester,1557447394,National Center of Excellence in Technology for Internal Security (NCETIS),1.9179097030218275
625,ccb09d6e-2349-11ea-94c0-74d02b9c93aa,Memorial University of Newfoundland,1157294139,Electrical Engineering,3.4341214126206783
626,ccb09d6f-2349-11ea-bcd2-74d02b9c93aa,University of Burgundy,1434127423,Computer Science & Engineering,2.3349784691940614
628,ccb09d71-2349-11ea-98a1-74d02b9c93aa,Kyushu Institute of Technology,1478579524,Chemical Engineering,2.0073486691601974
629,ccb09d71-2349-11ea-98a1-74d02b9c93aa,"University of Maryland, College Park",1468625086,Chemical Engineering,3.6862681723113107
632,ccb09d74-2349-11ea-a5fa-74d02b9c93aa,Kyushu University,1234261255,Earth Sciences,1.8885565074388488
633,ccb09d74-2349-11ea-a5fa-74d02b9c93aa,Pontifical Catholic University of Chile,1366905019,Earth Sciences,3.292112612452608
634,ccb09d75-2349-11ea-9916-74d02b9c93aa,Bielefeld University,1339461521,Energy Science and Engineering,3.4159813051903543
635,ccb09d75-2349-11ea-9916-74d02b9c93aa,LMU Munich,1272910972,Energy Science and Engineering,2.2502130713079005
636,ccb09d75-2349-11ea-9916-74d02b9c93aa,Makerere University,1378791762,Energy Science and Engineering,3.3318409388036656
637,ccb09d76-2349-11ea-b526-74d02b9c93aa,University of Macau,1576864016,Chemical Engineering,3.863009378602388
638,ccb09d76-2349-11ea-b526-74d02b9c93aa,University of Florence,1576864016,Chemical Engineering,2.3368817389332444
639,ccb09d76-2349-11ea-b526-74d02b9c93aa,University of North Carolina at Chapel Hill,1576864016,Chemical Engineering,1.9069448945026808
640,ccb09d77-2349-11ea-9a8e-74d02b9c93aa,University of Siena,1249898834,Centre for Environmental Science and Engineering (CESE),3.3799423099955086
641,ccb09d78-2349-11ea-842a-74d02b9c93aa,Kyung Hee University,1349887697,Mechanical Engineering,2.9063137090070845
642,ccb09d78-2349-11ea-842a-74d02b9c93aa,Harbin Institute of Technology,1028828132,Mechanical Engineering,2.377421049404414
643,ccb09d78-2349-11ea-842a-74d02b9c93aa,University of Wollongong,1023555263,Centre for Policy Studies (CPS),2.26985700756886
645,ccb09d7a-2349-11ea-87a1-74d02b9c93aa,Federal University of Lavras,1487508883,National Center of Excellence in Technology for Internal Security (NCETIS),3.0793727071347563
648,ccb09d7d-2349-11ea-9729-74d02b9c93aa,University of Siena,939735084,National Center of Excellence in Technology for Internal Security (NCETIS),3.748662546276867
649,ccb09d7e-2349-11ea-ab65-74d02b9c93aa,University of Western Australia,1500177538,Energy Science and Engineering,3.0419060562533264
650,ccb09d7f-2349-11ea-b062-74d02b9c93aa,Kansas State University,1576864016,Industrial Design Centre,1.9813249775740227
651,ccb09d7f-2349-11ea-b062-74d02b9c93aa,Portland State University,1576864016,Industrial Design Centre,2.575830256968104
653,ccb09d81-2349-11ea-8c4b-74d02b9c93aa,Chung-Ang University,1545165671,Mathematics,2.8802787701562425
654,ccb09d81-2349-11ea-8c4b-74d02b9c93aa,Aalborg University,1564655136,Mathematics,3.591810363541837
655,ccb09d81-2349-11ea-8c4b-74d02b9c93aa,Makerere University,1556937037,Mathematics,1.8469724629622013
656,ccb09d82-2349-11ea-8ae0-74d02b9c93aa,Adam Mickiewicz University,1404253298,Application Software Centre (ASC),3.8541766295306257
